Product Name,Generic Name,Company,Category,Strength,Pack Size,MRP,Selling Price,Stock,Batch Number,Expiry Date,Image URL
Budetrol,Budesonide + Formoterol Fumarate,Drug International Ltd.,Inhalation Capsule,200 mcg+6 mcg,budetrolinhalation-capsule200-mcg6-mcg,,,0,,,
Caber,Cabergoline,ACI Limited,Tablet,0.5 mg,cabertablet05-mg,,,0,,,
Calbotol,Calcitriol + Calcium Citrate,Square Pharmaceuticals Ltd.,Tablet,0.25 mcg+252 mg,calbotoltablet025-mcg252-mg,,,0,,,
Calbo,Calcium Carbonate,Square Pharmaceuticals Ltd.,Tablet,500 mg,calbotablet500-mg,,,0,,,
Ostocal,Calcium Carbonate,Eskayef Pharmaceuticals Ltd.,Tablet,500 mg,ostocaltablet500-mg,,,0,,,
Calbo-D,Calcium Carbonate [Elemental source] + Vitamin D3,Square Pharmaceuticals Ltd.,Tablet,500 mg+200 IU,calbo-dtablet500-mg200-iu,,,0,,,
Ostocal D,Calcium Carbonate [Elemental source] + Vitamin D3,Eskayef Pharmaceuticals Ltd.,Tablet,500 mg+200 IU,ostocal-dtablet500-mg200-iu,,,0,,,
Calboplex,Calcium Carbonate + Vitamin D3 + Multimineral,Square Pharmaceuticals Ltd.,Tablet,,calboplextablet,,,0,,,
Calbostar,Calcium Orotate,Square Pharmaceuticals Ltd.,Tablet,400 mg,calbostartablet400-mg,,,0,,,
Calorate,Calcium Orotate,Beximco Pharmaceuticals Ltd.,Tablet,400 mg,caloratetablet400-mg,,,0,,,
Cardizem,Diltiazem Hydrochloride (FC tablet),Drug International Ltd.,Tablet,60 mg,cardizemtablet60-mg,,,0,,,
Alatrol,Cetirizine Hydrochloride,Square Pharmaceuticals Ltd.,Tablet,10 mg,alatroltablet10-mg,,,0,,,
Atrizin,Cetirizine Hydrochloride,Beximco Pharmaceuticals Ltd.,Tablet,10 mg,atrizintablet10-mg,,,0,,,
Chlorphen,Chloramphenicol (Oral),Nipa Pharmaceuticals Ltd.,Capsule,250 mg,chlorphencapsule250-mg,,,0,,,
Avloquin,Chloroquine Phosphate,ACI Limited,Tablet,250 mg,avloquintablet250-mg,,,0,,,
Histacin,Chlorpheniramine Maleate,Jayson Pharmaceuticals Ltd.,Tablet,4 mg,histacintablet4-mg,,,0,,,
Piriton,Chlorpheniramine Maleate,GlaxoSmithKline,Tablet,4 mg,piritontablet4-mg,,,0,,,
Anclog,Clopidogrel Bisulphate,Square Pharmaceuticals Ltd.,Tablet,75 mg,anclogtablet75-mg,,,0,,,
Clovate,Clobetasol Propionate,ACI Limited,Cream,0.05%,clovatecream005,,,0,,,
Dermovate,Clobetasol Propionate,GlaxoSmithKline,Cream,0.05%,dermovatecream005,,,0,,,
Laxyl,Bromazepam,Square Pharmaceuticals Ltd.,Tablet,3 mg,laxyltablet3-mg,,,0,,,
Frisium,Clobazam,Synovia pharma plc,Tablet,10 mg,frisiumtablet10-mg,,,0,,,
Arotril,Clonazepam,Aristopharma Ltd.,Tablet,0.5 mg,arotriltablet05-mg,,,0,,,
Epitra,Clonazepam,Square Pharmaceuticals Ltd.,Tablet,0.5 mg,epitratablet05-mg,,,0,,,
Rivotril,Clonazepam,Radiant Pharmaceuticals Ltd.,Tablet,0.5 mg,rivotriltablet05-mg,,,0,,,
Rivo,Clonazepam,Orion Pharma Ltd.,Tablet,0.5 mg,rivotablet05-mg,,,0,,,
Decason,Dexamethasone,Opsonin Pharma Ltd.,Tablet,0.5 mg,decasontablet05-mg,,,0,,,
Dexonex,Dexamethasone,Square Pharmaceuticals Ltd.,Tablet,0.5 mg,dexonextablet05-mg,,,0,,,
Dexilan,Dexlansoprazole,Ibn Sina Pharmaceuticals Ltd.,Capsule (Delayed Release),30 mg,dexlancapsule-delayed-release30-mg,,,0,,,
Nexdex,Dexlansoprazole,Renata Limited,Capsule (Delayed Release),30 mg,nexdexcapsule-delayed-release30-mg,,,0,,,
Sedil,Diazepam,Square Pharmaceuticals Ltd.,Tablet,5 mg,sediltablet5-mg,,,0,,,
Clofenac,Diclofenac Sodium,Square Pharmaceuticals Ltd.,Tablet,50 mg,clofenactablet50-mg,,,0,,,
Ultrafen,Diclofenac Sodium,Beximco Pharmaceuticals Ltd.,Tablet,50 mg,ultrafentablet50-mg,,,0,,,
Colicon,Dicycloverine Hydrochloride,Square Pharmaceuticals Ltd.,Tablet,10 mg,colicontablet10-mg,,,0,,,
Daizy,Dienogest,Square Pharmaceuticals Ltd.,Tablet,2 mg,daizytablet2-mg,,,0,,,
Cardizem,Diltiazem Hydrochloride,Drug International Ltd.,Tablet,60 mg,cardizemtablet60-mg,,,0,,,
Adryl,Diphenhydramine Hydrochloride,Square Pharmaceuticals Ltd.,Syrup,10 mg/5 ml,adrylsyrup10-mg5-ml,,,0,,,
Phenadryl,Diphenhydramine Hydrochloride,ACME Laboratories Ltd.,Syrup,10 mg/5 ml,phenadrylsyrup10-mg5-ml,,,0,,,
Dopotid,Domperidone Maleate,Ibn Sina Pharmaceuticals Ltd.,Tablet,10 mg,dopadontablet10-mg,,,0,,,
Don-A,Domperidone Maleate,ACME Laboratories Ltd.,Tablet,10 mg,don-atablet10-mg,,,0,,,
Motigut,Domperidone Maleate,Square Pharmaceuticals Ltd.,Tablet,10 mg,motiguttablet10-mg,,,0,,,
Omidon,Domperidone Maleate,Incepta Pharmaceuticals Ltd.,Tablet,10 mg,omidontablet10-mg,,,0,,,
Ridon,Domperidone Maleate,Eskayef Pharmaceuticals Ltd.,Tablet,10 mg,ridontablet10-mg,,,0,,,
Axofyl,Doxophylline,Orion Pharma Ltd.,Tablet,400 mg,axofyltablet400-mg,,,0,,,
Brezofil,Doxophylline,Incepta Pharmaceuticals Ltd.,Tablet,400 mg,brezofiltablet400-mg,,,0,,,
Dophylin,Doxophylline,ACME Laboratories Ltd.,Tablet,400 mg,dophylintablet400-mg,,,0,,,
Doxiva,Doxophylline,NIPRO JMI Pharma Ltd.,Tablet,400 mg,doxivatablet400-mg,,,0,,,
Furex,Cefuroxime Axetil,Drug International Ltd.,Tablet,500 mg,furextablet500-mg,,,0,,,
Alerest,Chlorpheniramine Maleate,Veritas Pharmaceuticals Ltd.,Tablet,4 mg,aleresttablet4-mg,,,0,,,
Emlon,Amlodipine Besilate,Biopharma Laboratories Ltd.,Tablet,5 mg,emlontablet5-mg,,,0,,,
Exforge,Amlodipine Besilate + Valsartan,Novartis (Bangladesh) Ltd.,Tablet,5 mg+160 mg,exforgetablet5-mg160-mg,,,0,,,
Atova EZ,Atorvastatin + Ezetimibe,Beximco Pharmaceuticals Ltd.,Tablet,10 mg+10 mg,atova-eztablet10-mg10-mg,,,0,,,
Biltin,Bilastine,Eskayef Pharmaceuticals Ltd.,Tablet,20 mg,biltintablet20-mg,,,0,,,
Billi,Bilastine,Beximco Pharmaceuticals Ltd.,Tablet,200 mg,billitablet200-mg,,,0,,,
Glimer,Glimepiride + Metformin,Sun Pharmaceutical Ltd.,Tablet (Extended Release),2 mg+500 mg,gemertablet-extended-release2-mg500-mg,,,0,,,
Secrin M,Glimepiride + Metformin,Square Pharmaceuticals Ltd.,Tablet (Extended Release),2 mg+500 mg,secrin-mtablet-extended-release2-mg500-mg,,,0,,,
Irosuc,Iron Sucrose,ACI Limited,IV Injection,100 mg/5 ml,irosuciv-injection-or-infusion100-mg5-ml,,,0,,,
Venofer,Iron Sucrose,Vifor International Ltd.,IV Injection,100 mg/5 ml,venoferiv-injection-or-infusion100-mg5-ml,,,0,,,
Momeson,Mometasone Furoate,Incepta Pharmaceuticals Ltd.,Cream,0.10%,momesoncream01,,,0,,,
Monas,Montelukast Sodium,ACME Laboratories Ltd.,Tablet,10 mg,monastablet10-mg,,,0,,,
Montene,Montelukast Sodium,Square Pharmaceuticals Ltd.,Tablet,10 mg,montenetablet10-mg,,,0,,,
Provair,Montelukast Sodium,UniMed UniHealth,Tablet,10 mg,provairtablet10-mg,,,0,,,
Rasonix,Rabeprazole Sodium,Incepta Pharmaceuticals Ltd.,Tablet,20 mg,rasonixtablet-enteric-coated20-mg,,,0,,,
Seclo,Omeprazole,Square Pharmaceuticals Ltd.,Capsule (Delayed Release),20 mg,seclocapsule-delayed-release20-mg,,,0,,,
Xeldrin,Omeprazole,ACI Limited,Capsule (Delayed Release),20 mg,xeldrincapsule-delayed-release20-mg,,,0,,,
Lipired,Fenofibrate,Square Pharmaceuticals Ltd.,Capsule,200 mg,lipiredcapsule200-mg,,,0,,,
Lipigen,Atorvastatin Calcium,Pacific Pharmaceuticals Ltd.,Tablet,10 mg,lipigentablet10-mg,,,0,,,
Preclot,Clopidogrel Bisulphate,Popular Pharmaceuticals Ltd.,Tablet,75 mg,preclottablet75-mg,,,0,,,
Replet,Clopidogrel Bisulphate,Healthcare Pharmaceuticals Ltd.,Tablet,75 mg,replettablet75-mg,,,0,,,
Rosol,Rosuvastatin,Healthcare Pharmaceuticals Ltd.,Tablet,10 mg,rosoltablet10-mg,,,0,,,
Rosutin,Rosuvastatin,Beximco Pharmaceuticals Ltd.,Tablet,10 mg,rosutintablet10-mg,,,0,,,
Rosuva,Rosuvastatin,Square Pharmaceuticals Ltd.,Tablet,10 mg,rosuvatablet10-mg,,,0,,,
Solpren,Methylprednisolone,Square Pharmaceuticals Ltd.,Tablet,4 mg,solprentablet4-mg,,,0,,,
Solupred,Methylprednisolone,Ziska Pharmaceuticals Ltd.,Tablet,4 mg,solupredtablet4-mg,,,0,,,
Xicotil,Tenoxicam,Aristopharma Ltd.,Tablet,20 mg,xicotiltablet20-mg,,,0,,,
Zytix,Abiraterone Acetate,Beacon Pharmaceuticals Ltd.,Tablet,250 mg,zytixtablet250-mg,,,0,,,
